Name,Category,Price,Description,OriginalPrice,OfferDescription,IsCashOffer,ImageUrl,IsFeatured
RAID ESPIRAL X 4,Varios,11870,varios,11870,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SUPREMA POLLO X 15 KG CONTADO,Varios,85000,varios,85000,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LEVADURA LEVEX 2X10 GR,Varios,19290,varios,19290,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
GAS X 10 KG TRANS/ REP,Varios,16800,varios,16800,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
GARRISON POLENTINI POLENTA COC/RAP X 500G,Varios,8953,varios,8953,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DON LORENZO PAN DULCE X 400G,Varios,17500,varios,17500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
YERBA MATE DON BOSCO X 1KGR,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CHICLE FIERITA  X CAJA,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
AZUCAR SAN VICENTE,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
AMANDA ARROZ  X 1 KG,Varios,15600,varios,15600,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
JULICROC PALITOS DE MAIZ 200 G,Varios,21881,varios,21881,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
BABYSEC ULTRASOFT G X 60// XG X 52,Varios,43000,varios,43000,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
JABON BLANCO ASTRO X 150G,Varios,11000,varios,11000,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
JABON ARGENTINO BCO DESNUDO X 200 G,Varios,32600,varios,32600,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CEBOLLAS,Varios,800,varios,800,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
QUESO CREMOSO X 1 KG,Varios,10245,varios,10245,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
3 TAPAS NOELIA PROMO,Varios,2850,varios,2850,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
HUEVO COLOR X 2 MAPLES,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
POLLO CAJA,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MAYONESA DANICA FIESTA X 1KG DP,Varios,22145,varios,22145,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
GENIO ALFAJOR TRIPLE,Varios,450,varios,450,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ALA JABON POLVO MATIC Y COMUN X 400G,Varios,41669,varios,41669,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CEBOLLA X 5 KG,Varios,750,varios,750,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MUSLO X 18 KG CONTADO,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
VINO UVITA BLANCO X 1 LTS,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
FIDEO ESTRELLA  X 500 SPAGHETTI,Varios,14733,varios,14733,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
YOGUR YATASTO C/COPITOS 164 G,Varios,19655,varios,19655,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CACHAPE CAÑA 200 CM,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
YERBA MATE CAMPECHE X 1 KGRS,Varios,32936,varios,32936,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
YERBA MATE ROJO X500GRS F.,Varios,11885,varios,11885,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SALADIX X  100G,Varios,8489,varios,8489,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MAGGI CALDO  X 2 UN.,Varios,7728,varios,7728,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
HARINA FLORENCIA X 1KG 4/0,Varios,9390,varios,9390,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ARROZ AVATI 4/0 X 1 KG,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MAYONESA DANICA FIESTA X 250CM,Varios,17970,varios,17970,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PLUSBELLE SHAMPOO Y ACOND. 1 LTS,Varios,39970,varios,39970,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
TOMATE ,Varios,2710,varios,2710,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ZAPALLO BRASIL,Varios,1320,varios,1320,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CERDO  X 3 KG,Varios,7190,varios,7190,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ALMIDON X BOLSA X 25 KG,Varios,38500,varios,38500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MISKY TURRON MANI 25G,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
BOLSA 25*40 EMBLOCADAS,Varios,1150,varios,1150,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SALCHICHA X 3 KG,Varios,48000,varios,48000,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
COCA COLA X 1.5 L. VIDRIO,Varios,20300,varios,20300,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
TREMBLAY YOGUR  X 1LTS,Varios,15100,varios,15100,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
COLORANTE PARA TORTAS X 25G,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SERRANAS SANDWICH X 3,Varios,22409,varios,22409,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PAPEL COMESTIBLES PARA TORTAS,Varios,2500,varios,2500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ARROZ VINCHA DE ORO LARGO FINO 4/0 1 KG,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ZORRO JABON POLVO 800 G,Varios,42218,varios,42218,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ZANAHORIAS,Varios,1600,varios,1600,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PAPA X 5 KG ,Varios,580,varios,580,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
UVITA TINTO BOTELLA X 1.25,Varios,15550,varios,15550,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SANTA ISABEL FIDEOS GUISEROS 500 G,Varios,8453,varios,8453,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SORRISO CREMA DENTAL X 90G,Varios,21998,varios,21998,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LA GRANJA HAR MAIZ CREMA 1 KG,Varios,15660,varios,15660,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
HAMLET CHOCOLATE 45G,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
HAMBURGUESAS BARFY X 2,Varios,64303,varios,64303,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
WINNER GASEOSA X 3L,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
AVATI ARROZ 5KG 4/0,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
BIC ENCENDEDORES  X 12 UNIDADES,Varios,14059,varios,14059,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CHUPETIN CEBOLLITAS UVA Y ANANA,Varios,33814,varios,33814,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
FUEGOLANDIA ENCENDEDORES X 25 UN.,Varios,359,varios,359,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DETERGENTE ESENCIAL 750CM,Varios,18389,varios,18389,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
RITZ PAPEL HIG. NAT. 4 X 30 MTS,Varios,14443,varios,14443,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LAVANDINA SEDILEE TRADICIONAL 4 L,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
POLVO HORNEAR SUELTO,Varios,18225,varios,18225,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CLOW SUAVIZANTE 900 ML,Varios,25845,varios,25845,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SABROSITOS CACHORRO /ADULTO 3KG,Varios,6990,varios,6990,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
YOGUR YATASTO ENT. SACHET 900 G FRUTILLA ,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
EMETH DULCE BATATA X 500G,Varios,17269,varios,17269,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
NOEL SALSA X 340 G,Varios,23730,varios,23730,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MAROLIO FIDEOS 500GR,Varios,12759,varios,12759,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LA GRANJA PIZINGALLO X 500 G.,Varios,8156,varios,8156,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
QUILMES VIDRIO X 1 LITRO,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DOBLE - V X 200 ML ,Varios,48446,varios,48446,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MOLTO DURAZNO MITADES 820 G,Varios,34155,varios,34155,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
NIDO FORTIGROW X 800,Varios,123490,varios,123490,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LEUDANTE BLANCAFLOR 1 KG,Varios,26372,varios,26372,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CHOCOLINO X 800G,Varios,67956,varios,67956,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DANICA KETCHUP 220G,Varios,26236,varios,26236,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ALMIDON ALDEMA X 1 KG,Varios,17300,varios,17300,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ALA DETERGENTE 750 ML,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PAPA X KG,Varios,650,varios,650,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
RONDO QUESO CREMOSO X PIEZA,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MUSLO OFERTA X 3 KG,Varios,3150,varios,3150,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
QUESO CREMOSO X 1/2 HORMA,Varios,9780,varios,9780,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PAN,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
AYUDIN LAVANDINA ROPA BLANCA 1L,Varios,32385,varios,32385,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
BOLSA MANGO CHICA 30X40,Varios,1550,varios,1550,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
BIZCOCHUELO X KG,Varios,6900,varios,6900,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MOLTO FIDEOS  X 500G. ,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
YOGUR YATASTO BATIDO 125 G FRUTILLA ,Varios,9926,varios,9926,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
RAVIOLES DOÑA LOLA X 1 KG 4 QUESOS,Varios,24288,varios,24288,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
RAVIOLES DOÑA LOLA X 1 KG POLLO,Varios,24288,varios,24288,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
EMETH DULCE MEMBRILLO X 500G,Varios,17984,varios,17984,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LANA DE ACERO BATUQUE  X40G,Varios,14544,varios,14544,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
COLORANTES PARA TORTAS X 15 G,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ESTRELLA FIDEO SPAGHETTI (R) Y CINTA X 1 KG,Varios,19284,varios,19284,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LA GRANJA LOCRO X 500 GR.,Varios,15035,varios,15035,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LECHE YATASTO CONTADO X 1 L,Varios,12500,varios,12500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MAROLIO TE X 25 UN.,Varios,6901,varios,6901,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DEA ESPONJA ACERO INOPXIDABLE,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DE LA HUERTA PURE TOMATE 1030G,Varios,12800,varios,12800,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ST. TROPEZ JABON TOCADOR 125 G,Varios,35543,varios,35543,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LIMZUL JABON POLVO  3 KG,Varios,42610,varios,42610,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ESENCIAL SUAVIZANTE D/P X 900 CC,Varios,25128,varios,25128,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SUAPEL PAPEL HIG. NAT. 6 X 30 MTS,Varios,20034,varios,20034,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
FACU BURGER FAMILIAR,Varios,12500,varios,12500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LIMPIADOR SEDILEE  X900,Varios,13516,varios,13516,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
VELAS AMANECER 68G,Varios,24454,varios,24454,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
HUEVO COLOR X 1/2 CAJA,Varios,33600,varios,33600,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ALITA OFERTA X 2 KG,Varios,3100,varios,3100,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CHORIZO SAN ISIDRO X BOLSA,Varios,6450,varios,6450,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
 BOLSA MANGO MEDIANA 40X50,Varios,2300,varios,2300,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LECHELISTA X 25 KG,Varios,132500,varios,132500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
FIDEO STA. ISABEL TALLARIN/SPAG/FORATTI X500 GR.,Varios,14088,varios,14088,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
OFERTA DURAZNO LATA MOLTO X 2,Varios,3400,varios,3400,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SABROSITOS GATO 1KG,Varios,3495,varios,3495,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
IMPERIAL CERVEZA  X 1 L,Varios,35679,varios,35679,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PURE TOMATES SANTA ISABEL X 520G.,Varios,8576,varios,8576,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
ALICANTE CONDIMENTO P/ PIZZA 25G,Varios,10298,varios,10298,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
FERNET CAPRI  700 CC,Varios,55139,varios,55139,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DULCE DE LECHE YATASTO REPOSTERO X 400G,Varios,44393,varios,44393,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
RAVIOLES DOÑA LOLA X 1 KG RICOTA,Varios,24288,varios,24288,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MARGARINA MASA Y HOJALDRE   X 5 KG,Varios,82572,varios,82572,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MORA PURE TOMATE 520G,Varios,8600,varios,8600,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CIF CREMA ORIGINAL X 375G,Varios,23080,varios,23080,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
BRAHMITA 24 UNID X 340 ML B/VIDRIO,Varios,24500,varios,24500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
YERBA MATE ANDRESITO X 500 G,Varios,14074,varios,14074,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
JABON ALA X 10 KG MATIC,Varios,31990,varios,31990,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MEDIA TARDE X 3 SANDWICH,Varios,21868,varios,21868,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MEDIATARDE CLASICAS X 3,Varios,16521,varios,16521,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
FRIZZE  1 LTS,Varios,14208,varios,14208,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
LA GRANJA HARINA MAIZ 5 KG,Varios,6900,varios,6900,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
HARINA ESTR.X 1 KG X 3/0,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
DOS HERMANOS PARB. X 5 KG,Varios,6500,varios,6500,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MAYONESA HELLMANNS X 125 CM,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
JULICROC PALITOS DE MAIZ  400G,Varios,22046,varios,22046,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
TOCOÑATO PEPAS  X 150G,Varios,16942,varios,16942,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SUAVE SHAMPOO 930 ML,Varios,27344,varios,27344,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
SUAVE ACONDICIONADOR 930 ML,Varios,27346,varios,27346,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
GOLDEN CHEF ACEITE GIRASOL X 1.5,Varios,0,varios,0,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CEPILLO CONDOR P/ROPA,Varios,32873,varios,32873,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
MORRON VERDE,Varios,3790,varios,3790,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PATITAS CERDO,Varios,1735,varios,1735,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
PUCHERO CERDO,Varios,1900,varios,1900,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
CUADRIL D NOVILLO,Varios,12450,varios,12450,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
QUESO CREMOSO X  FRACCION,Varios,10870,varios,10870,varios,FALSE,https://images.unsplash.com/photo-1516035069371-29a1b244cc32?auto=format&fit=crop&w=500&q=80,TRUE
